image,split,tab_count,phone_visible,distraction_count,focus_ratio
screen_0082.png,train,12,0,0,0.7948828125
screen_0083.png,train,5,0,2,0.7948828125
screen_0084.png,train,3,1,0,0.8158691406249999
screen_0085.png,train,8,0,1,0.771015625
screen_0086.png,train,25,1,0,0.7504638671875
screen_0087.png,train,8,0,2,0.8228320312499999
screen_0088.png,train,25,1,0,0.7993115234375
screen_0089.png,train,15,0,2,0.798310546875
screen_0090.png,train,15,1,0,0.7596826171875001
screen_0091.png,train,15,0,2,0.8274609375
screen_0092.png,train,30,0,3,0.7499121093750001
screen_0093.png,train,8,0,2,0.7718896484375
screen_0094.png,train,3,1,3,0.8340332031250001
screen_0095.png,train,10,1,2,0.841728515625
screen_0096.png,train,18,0,2,0.7902343749999999
screen_0097.png,train,10,0,1,0.739921875
screen_0098.png,train,10,1,2,0.771796875
screen_0099.png,train,15,1,0,0.742177734375
screen_0100.png,train,15,0,1,0.75048828125
screen_0101.png,train,15,0,0,0.740380859375
screen_0102.png,train,8,0,3,0.7696826171875001
screen_0103.png,train,5,0,1,0.7915283203125
screen_0104.png,train,18,0,1,0.8167236328125
screen_0105.png,train,30,1,0,0.8385742187499999
screen_0106.png,train,3,0,2,0.7796923828125001
screen_0107.png,train,10,1,0,0.76833984375
screen_0108.png,train,15,0,2,0.832734375
screen_0109.png,train,12,0,2,0.7712207031249999
screen_0110.png,train,18,0,1,0.72408203125
screen_0111.png,train,18,0,1,0.7901416015625
screen_0112.png,train,8,0,1,0.7660156250000001
screen_0113.png,train,3,1,0,0.7696826171875001
screen_0114.png,train,30,0,1,0.74966796875
screen_0115.png,train,10,0,2,0.742177734375
screen_0116.png,train,8,0,0,0.8247656250000001
screen_0117.png,train,30,1,2,0.7694628906250001
screen_0118.png,train,12,1,0,0.8260937500000001
screen_0119.png,train,3,1,1,0.764833984375
screen_0120.png,train,20,0,1,0.7509375
screen_0121.png,train,18,0,0,0.7896484375
screen_0122.png,train,3,0,2,0.7751953125
screen_0123.png,train,18,1,2,0.77203125
screen_0124.png,train,25,0,1,0.7314453125
screen_0125.png,train,20,1,1,0.8359912109375001
screen_0126.png,train,25,0,3,0.7418945312499999
screen_0127.png,train,30,0,2,0.7714355468749999
screen_0128.png,train,25,0,0,0.7907958984375
screen_0129.png,train,20,1,0,0.7319824218750001
screen_0130.png,train,12,0,1,0.7813476562499999
screen_0131.png,train,10,1,0,0.797763671875
screen_0132.png,train,10,1,1,0.7346044921875001
screen_0133.png,train,5,1,0,0.8060156249999999
screen_0134.png,train,8,0,0,0.71693359375
screen_0135.png,train,15,0,1,0.738046875
screen_0136.png,train,18,1,2,0.82892578125
screen_0137.png,train,3,0,2,0.7657275390625
screen_0138.png,train,20,1,1,0.74033203125
screen_0139.png,train,18,0,2,0.830458984375
screen_0140.png,train,10,0,0,0.8290283203125
screen_0141.png,train,3,1,2,0.7539599609375001
screen_0142.png,train,8,0,3,0.827978515625
screen_0143.png,train,25,1,1,0.7369140625
screen_0144.png,train,3,1,1,0.7374462890625
screen_0145.png,train,8,1,1,0.840087890625
screen_0146.png,train,20,1,2,0.83251953125
screen_0147.png,train,12,0,2,0.8488720703125
screen_0148.png,train,5,0,2,0.82177734375
screen_0149.png,train,15,1,0,0.72814453125
screen_0150.png,train,3,0,3,0.8131982421875
screen_0151.png,train,3,0,0,0.8367236328125001
screen_0152.png,train,5,0,0,0.8186376953125001
screen_0153.png,train,12,0,0,0.8228320312499999
screen_0154.png,train,5,0,0,0.7587890625
screen_0155.png,train,5,0,3,0.8034082031249999
screen_0156.png,train,18,1,2,0.8549462890625
screen_0157.png,train,30,0,1,0.7911572265625
screen_0158.png,train,12,0,1,0.752529296875
screen_0159.png,train,30,0,1,0.853994140625
screen_0160.png,train,15,1,1,0.8149218749999999
screen_0161.png,train,18,0,0,0.7655859375
screen_0162.png,train,20,0,1,0.800078125
screen_0163.png,train,25,0,0,0.7259082031249999
screen_0164.png,train,20,0,2,0.816123046875
screen_0165.png,train,12,1,0,0.7833642578125
screen_0166.png,train,12,0,0,0.7497314453125
screen_0167.png,train,30,0,1,0.719189453125
screen_0168.png,train,20,0,0,0.8187890624999999
screen_0169.png,train,15,0,1,0.8098193359375001
screen_0170.png,train,12,0,1,0.83671875
screen_0171.png,train,5,1,1,0.7329150390625
screen_0172.png,train,10,0,1,0.804931640625
screen_0173.png,train,20,0,0,0.848447265625
screen_0174.png,train,18,0,1,0.748330078125
screen_0175.png,train,15,0,1,0.846328125
screen_0176.png,train,25,1,2,0.8191796875
screen_0177.png,train,12,1,0,0.78955078125
screen_0178.png,train,15,1,1,0.74033203125
screen_0179.png,train,8,1,2,0.7287109374999999
screen_0180.png,train,30,0,1,0.7774853515625
screen_0181.png,train,5,0,0,0.7890380859375
screen_0182.png,train,8,1,2,0.8382568359375
screen_0183.png,train,12,1,0,0.7541015624999999
screen_0184.png,train,8,0,2,0.7391601562500001
screen_0185.png,train,3,0,1,0.7109375
screen_0186.png,train,15,1,0,0.822236328125
screen_0187.png,train,5,0,1,0.76201171875
screen_0188.png,train,30,0,0,0.801171875
screen_0189.png,train,30,0,0,0.761318359375
screen_0190.png,train,5,0,1,0.818466796875
screen_0191.png,train,30,1,1,0.7530761718750001
screen_0192.png,train,20,1,1,0.813984375
screen_0193.png,train,12,0,0,0.772646484375
screen_0194.png,train,5,0,0,0.7587548828125
screen_0195.png,train,12,0,0,0.79599609375
screen_0196.png,train,25,1,0,0.762802734375
screen_0197.png,train,30,0,0,0.759404296875
screen_0198.png,train,12,0,1,0.8203125
screen_0199.png,train,10,0,2,0.74744140625
screen_0200.png,train,30,0,3,0.836171875
screen_0201.png,train,5,0,1,0.7998046875
screen_0202.png,train,8,1,0,0.7577783203125
screen_0203.png,train,30,0,1,0.7933886718750001
screen_0204.png,train,20,1,2,0.8068359375
screen_0205.png,train,18,0,1,0.8033154296875
screen_0206.png,train,20,1,0,0.7546875000000001
screen_0207.png,train,15,0,0,0.7749560546875
screen_0208.png,train,30,0,0,0.781494140625
screen_0209.png,train,12,0,2,0.7341796875000001
screen_0210.png,train,20,0,1,0.7180664062500001
screen_0211.png,train,8,0,1,0.839794921875
screen_0212.png,train,5,0,1,0.83056640625
screen_0213.png,train,5,0,1,0.82392578125
screen_0214.png,train,20,1,3,0.7171728515625
screen_0215.png,train,3,0,1,0.7367919921875
screen_0216.png,train,5,0,1,0.78328125
screen_0217.png,train,3,0,1,0.82875
screen_0218.png,train,3,1,1,0.7694824218749999
screen_0219.png,train,20,0,0,0.81662109375
screen_0220.png,train,8,0,1,0.7818945312500001
screen_0221.png,train,20,1,3,0.757666015625
screen_0222.png,train,10,0,1,0.8023681640625
screen_0223.png,train,25,0,0,0.80384765625
screen_0224.png,train,20,0,1,0.81361328125
screen_0225.png,train,20,0,0,0.78359375
screen_0226.png,train,12,0,1,0.831796875
screen_0227.png,train,10,0,0,0.8121093749999999
screen_0228.png,train,30,0,2,0.8207080078125001
screen_0229.png,train,12,0,2,0.79734375
screen_0230.png,train,25,1,0,0.77935546875
screen_0231.png,train,12,0,1,0.7848339843750001
screen_0232.png,train,20,0,1,0.806787109375
screen_0233.png,train,15,1,2,0.772294921875
screen_0234.png,train,20,0,2,0.81693359375
screen_0235.png,train,10,0,0,0.7873046875
screen_0236.png,train,3,1,1,0.76794921875
screen_0237.png,train,18,0,2,0.813515625
screen_0238.png,train,8,0,0,0.7670703124999999
screen_0239.png,train,30,1,0,0.80859375
screen_0240.png,train,5,0,1,0.7875
screen_0241.png,train,8,0,2,0.8365576171874999
screen_0242.png,train,5,0,3,0.8240771484375
screen_0243.png,train,30,0,1,0.7764453125
screen_0244.png,train,25,1,1,0.83671875
screen_0245.png,train,20,0,0,0.75837890625
screen_0246.png,train,10,0,3,0.829609375
screen_0247.png,train,5,0,0,0.7820312500000001
screen_0248.png,train,5,0,2,0.79787109375
screen_0249.png,train,3,1,0,0.7831787109374999
screen_0250.png,train,15,0,0,0.7930078125000001
screen_0251.png,train,30,0,0,0.86302734375
screen_0252.png,train,5,0,1,0.7396484375
screen_0253.png,train,10,0,1,0.80419921875
screen_0254.png,train,20,0,1,0.832236328125
screen_0255.png,train,3,0,1,0.7921826171875
screen_0256.png,train,25,1,1,0.7414453125
screen_0257.png,train,30,1,3,0.81435546875
screen_0258.png,train,12,0,1,0.7671533203124999
screen_0259.png,train,20,1,1,0.7554980468750001
screen_0260.png,train,30,1,2,0.8223437499999999
screen_0261.png,train,18,1,1,0.7734863281250001
screen_0262.png,train,3,0,2,0.82564453125
screen_0263.png,train,10,0,1,0.81046875
screen_0264.png,train,10,0,2,0.7671972656250001
screen_0265.png,train,8,0,3,0.7532666015625
screen_0266.png,train,3,1,1,0.831796875
screen_0267.png,train,15,0,0,0.7805615234375001
screen_0268.png,train,15,0,0,0.8069531249999999
screen_0269.png,train,25,0,1,0.7933886718750001
screen_0270.png,train,12,0,0,0.7800439453125
screen_0271.png,train,12,0,1,0.79001953125
screen_0272.png,train,20,0,0,0.7906640625
screen_0273.png,train,18,0,2,0.8505615234374999
screen_0274.png,train,5,0,0,0.75171875
screen_0275.png,train,5,0,2,0.7833642578125
screen_0276.png,train,12,0,2,0.7634228515625
screen_0277.png,train,5,0,1,0.7898828124999999
screen_0278.png,train,25,1,1,0.78037109375
screen_0279.png,train,5,0,1,0.786865234375
screen_0280.png,train,12,0,0,0.737744140625
screen_0281.png,train,3,1,1,0.7544531250000001
screen_0282.png,train,10,0,0,0.839794921875
screen_0283.png,train,15,0,2,0.7907128906249999
screen_0284.png,train,18,0,2,0.7294140625
screen_0285.png,train,5,0,1,0.7810791015624999
screen_0286.png,train,3,0,0,0.8321044921875
screen_0287.png,train,10,0,0,0.77451171875
screen_0288.png,train,15,0,3,0.81546875
screen_0289.png,train,3,1,0,0.8033642578125
screen_0290.png,train,20,1,0,0.7898828124999999
screen_0291.png,train,30,0,0,0.8115380859375
screen_0292.png,train,10,0,2,0.774951171875
screen_0293.png,train,5,0,1,0.7820556640625
screen_0294.png,train,10,0,0,0.7205078125000001
screen_0295.png,train,30,1,2,0.8109716796875001
screen_0296.png,train,8,0,2,0.7109375
screen_0297.png,train,3,1,1,0.8082128906249999
screen_0298.png,train,30,1,0,0.8154785156250001
screen_0299.png,train,8,0,1,0.7723388671875
screen_0300.png,train,5,0,2,0.7974462890625
screen_0301.png,train,30,1,1,0.7374462890625
screen_0302.png,train,3,0,3,0.780224609375
screen_0303.png,train,25,1,1,0.7639892578124999
screen_0304.png,train,3,0,2,0.7937744140624999
screen_0305.png,train,5,0,3,0.7890966796875
screen_0306.png,train,5,1,0,0.80609375
screen_0307.png,train,12,0,1,0.8026025390625
screen_0308.png,train,15,1,1,0.78609375
screen_0309.png,train,20,0,1,0.809521484375
screen_0310.png,train,5,0,2,0.7986328125
screen_0311.png,train,10,0,2,0.78654296875
screen_0312.png,train,15,0,1,0.7766015625
screen_0313.png,train,5,1,1,0.8015625000000001
screen_0314.png,train,15,0,2,0.8135595703125
screen_0315.png,train,5,1,0,0.744931640625
screen_0316.png,train,5,0,1,0.8112890625000001
screen_0317.png,train,25,1,3,0.7503369140625
screen_0318.png,train,15,0,1,0.73265625
screen_0319.png,train,18,0,2,0.75375
screen_0320.png,train,30,1,0,0.7499609375
screen_0321.png,train,10,1,1,0.8286523437500001
screen_0322.png,train,15,0,1,0.8354736328125
screen_0323.png,train,30,1,1,0.7445507812500001
screen_0324.png,train,30,0,1,0.752529296875
screen_0325.png,train,30,0,2,0.8336425781250001
screen_0326.png,train,3,1,2,0.7780273437499999
screen_0327.png,train,15,1,0,0.8604443359375
screen_0328.png,train,30,0,0,0.843984375
screen_0329.png,train,3,1,1,0.7340576171875001
screen_0330.png,train,18,0,0,0.770625
screen_0331.png,train,15,0,1,0.8041406249999999
screen_0332.png,train,3,1,2,0.80859375
screen_0333.png,train,5,1,2,0.7683593750000001
screen_0334.png,train,30,0,0,0.7456835937499999
screen_0335.png,train,5,1,0,0.7414062499999999
screen_0336.png,train,30,0,2,0.78765625
screen_0337.png,train,10,1,1,0.78890625
screen_0338.png,train,10,1,0,0.734619140625
screen_0339.png,train,12,1,0,0.743427734375
screen_0340.png,train,18,1,1,0.8367236328125001
screen_0341.png,train,10,0,2,0.78955078125
screen_0342.png,train,5,1,2,0.74375
screen_0343.png,train,3,0,0,0.7013671874999999
screen_0344.png,train,30,0,1,0.763232421875
screen_0345.png,train,18,1,1,0.73357421875
screen_0346.png,train,8,0,1,0.800078125
screen_0347.png,train,15,1,2,0.818125
screen_0348.png,train,18,0,1,0.832734375
screen_0349.png,train,12,0,0,0.7987597656250001
screen_0350.png,train,5,0,0,0.733154296875
screen_0351.png,train,10,0,1,0.7560546874999999
screen_0352.png,train,8,1,0,0.793857421875
screen_0353.png,train,8,0,2,0.8280615234375
screen_0354.png,train,5,1,2,0.796875
screen_0355.png,train,20,0,2,0.80841796875
screen_0356.png,train,30,0,3,0.8206640625
screen_0357.png,train,15,1,0,0.7689990234374999
screen_0358.png,train,12,0,1,0.8274609375
screen_0359.png,train,25,1,1,0.7529296875
screen_0360.png,train,3,1,0,0.76798828125
screen_0361.png,train,5,0,1,0.8053417968750001
screen_0362.png,train,30,0,2,0.78955078125
screen_0363.png,train,20,0,1,0.74671875
screen_0364.png,train,15,0,1,0.7773046875
screen_0365.png,train,20,1,2,0.76234375
screen_0366.png,train,5,0,0,0.8488720703125
screen_0367.png,train,20,0,1,0.8198828125
screen_0368.png,train,8,1,3,0.77935546875
screen_0369.png,train,18,0,2,0.7200000000000001
screen_0370.png,train,15,1,0,0.7903564453124999
screen_0371.png,train,18,1,2,0.8196044921875
screen_0372.png,train,30,0,1,0.753544921875
screen_0373.png,train,8,0,1,0.8102197265625
screen_0374.png,train,18,1,2,0.7934765625
screen_0375.png,train,12,0,1,0.788916015625
screen_0376.png,train,8,0,2,0.7694628906250001
screen_0377.png,train,25,1,2,0.81361328125
screen_0378.png,train,15,1,1,0.7227001953125
screen_0379.png,train,15,0,1,0.7468505859375
screen_0380.png,train,8,1,0,0.8226367187500001
screen_0381.png,train,25,0,2,0.826796875
screen_0382.png,train,3,0,2,0.8080859374999999
screen_0383.png,train,8,0,0,0.7490234375
screen_0384.png,train,30,0,0,0.7738476562500001
screen_0385.png,train,3,0,2,0.769189453125
screen_0386.png,train,20,0,2,0.7852343749999999
screen_0387.png,train,10,0,1,0.738046875
screen_0388.png,train,10,1,3,0.8013281250000001
screen_0389.png,train,20,0,2,0.8126953124999999
screen_0390.png,train,25,0,0,0.782373046875
screen_0391.png,train,30,1,0,0.792587890625
screen_0392.png,train,20,0,1,0.7733007812499999
screen_0393.png,train,25,0,0,0.7667724609375001
screen_0394.png,train,12,0,1,0.7144091796875001
screen_0395.png,train,5,0,0,0.7850390625000001
screen_0396.png,train,15,0,1,0.781767578125
screen_0397.png,train,25,1,1,0.7805615234375001
screen_0398.png,train,15,1,1,0.7961572265625
screen_0399.png,train,15,0,0,0.8516015625
screen_0000.png,val,20,0,0,0.7499121093750001
screen_0001.png,val,20,0,0,0.7686669921875
screen_0002.png,val,3,1,2,0.7770263671875
screen_0003.png,val,30,0,0,0.7933398437499999
screen_0004.png,val,10,1,0,0.756259765625
screen_0005.png,val,30,0,0,0.8491699218750001
screen_0006.png,val,30,0,1,0.8075
screen_0007.png,val,10,0,0,0.7239160156250001
screen_0008.png,val,30,1,1,0.8027099609375
screen_0009.png,val,5,0,1,0.8309619140625
screen_0010.png,val,25,0,3,0.82259765625
screen_0011.png,val,3,1,1,0.875458984375
screen_0012.png,val,18,0,0,0.80630859375
screen_0013.png,val,15,0,1,0.7775195312500001
screen_0014.png,val,5,0,2,0.74328125
screen_0015.png,val,8,1,1,0.8373779296874999
screen_0016.png,val,8,0,2,0.8113330078125001
screen_0017.png,val,20,0,2,0.808330078125
screen_0018.png,val,20,1,0,0.7475732421875
screen_0019.png,val,3,1,1,0.766962890625
screen_0020.png,val,25,0,0,0.7796923828125001
screen_0021.png,val,10,1,2,0.76546875
screen_0022.png,val,15,1,2,0.77828125
screen_0023.png,val,18,0,2,0.837060546875
screen_0024.png,val,15,0,1,0.7337548828125
screen_0025.png,val,15,0,1,0.7766015625
screen_0026.png,val,18,1,1,0.8259863281250001
screen_0027.png,val,25,1,0,0.78955078125
screen_0028.png,val,12,1,1,0.80384765625
screen_0029.png,val,8,0,1,0.7745458984375001
screen_0030.png,val,15,0,1,0.84974609375
screen_0031.png,val,3,1,1,0.8307421875000001
screen_0032.png,val,25,0,2,0.77490234375
screen_0033.png,val,8,0,2,0.764453125
screen_0034.png,val,3,1,0,0.76408203125
screen_0035.png,val,15,1,3,0.7560546874999999
screen_0036.png,val,30,1,1,0.7608984375
screen_0037.png,val,15,0,0,0.7134765625
screen_0038.png,val,25,1,1,0.8367236328125001
screen_0039.png,val,10,0,0,0.7608398437499999
screen_0040.png,val,20,0,3,0.7890380859375
screen_0041.png,val,12,0,2,0.7833642578125
screen_0042.png,val,30,1,3,0.7424999999999999
screen_0043.png,val,10,1,2,0.760126953125
screen_0044.png,val,8,0,1,0.7942822265625
screen_0045.png,val,15,0,2,0.8109716796875001
screen_0046.png,val,25,1,0,0.84974609375
screen_0047.png,val,8,0,1,0.847578125
screen_0048.png,val,10,0,0,0.780224609375
screen_0049.png,val,3,1,1,0.7993115234375
screen_0050.png,val,25,1,2,0.75439453125
screen_0051.png,val,12,1,2,0.75673828125
screen_0052.png,val,25,0,1,0.7460546874999999
screen_0053.png,val,5,1,1,0.8219580078125
screen_0054.png,val,20,0,1,0.747392578125
screen_0055.png,val,25,0,0,0.8023681640625
screen_0056.png,val,18,0,2,0.7445507812500001
screen_0057.png,val,25,1,0,0.7814355468749999
screen_0058.png,val,10,1,3,0.8643066406250001
screen_0059.png,val,5,1,1,0.7275683593750001
screen_0060.png,val,12,1,1,0.7259765625
screen_0061.png,val,5,0,0,0.7359472656250001
screen_0062.png,val,8,1,1,0.7967529296875
screen_0063.png,val,15,0,1,0.7859667968749999
screen_0064.png,val,5,1,1,0.7291992187499999
screen_0065.png,val,12,0,2,0.8206640625
screen_0066.png,val,30,0,1,0.7781591796874999
screen_0067.png,val,25,1,3,0.7670703124999999
screen_0068.png,val,10,0,2,0.7504394531249999
screen_0069.png,val,20,1,0,0.7697167968749999
screen_0070.png,val,18,0,0,0.785458984375
screen_0071.png,val,8,1,2,0.759404296875
screen_0072.png,val,15,0,0,0.819609375
screen_0073.png,val,25,0,1,0.739306640625
screen_0074.png,val,5,1,0,0.80630859375
screen_0075.png,val,3,1,1,0.7978125
screen_0076.png,val,18,1,2,0.7213183593750001
screen_0077.png,val,15,0,2,0.7778417968750001
screen_0078.png,val,8,0,1,0.814228515625
screen_0079.png,val,12,0,0,0.72978515625
screen_0080.png,val,25,0,0,0.82259765625
screen_0081.png,val,15,1,0,0.8158691406249999
screen_0082.png,val,20,1,0,0.75796875
screen_0083.png,val,18,1,0,0.7150390624999999
screen_0084.png,val,18,1,1,0.737119140625
screen_0085.png,val,25,1,1,0.8136474609375
screen_0086.png,val,18,0,2,0.816826171875
screen_0087.png,val,30,0,0,0.765
screen_0088.png,val,18,1,3,0.75
screen_0089.png,val,15,0,0,0.7834716796875
screen_0090.png,val,18,0,0,0.7405078125
screen_0091.png,val,15,0,1,0.7735107421875
screen_0092.png,val,30,0,0,0.8033984375
screen_0093.png,val,15,1,3,0.75990234375
screen_0094.png,val,12,0,1,0.7268457031250001
screen_0095.png,val,25,0,1,0.7967285156249999
screen_0096.png,val,3,1,2,0.7789550781250001
screen_0097.png,val,30,1,2,0.7793359375
screen_0098.png,val,3,0,0,0.8290283203125
screen_0099.png,val,30,0,2,0.7505224609375001
